doc_id,rec_id,extraction_type,confidence,source_text,page,actor_raw,actor_type,action_raw,target_raw,instrument_type,strength,geographic_scope,timeframe,policy_domain,expected_outcomes,implementation_steps,trade_offs
genres_bridge_2,genres_bridge_2_rec_015,recommendation,0.9,Review the existing European policy and legislative landscape and instruments related or relevant to the conservation and sustainable use of genetic resources to identify gaps and needs.,36,,,,,,,,,,,,
genres_bridge_2,genres_bridge_2_rec_016,recommendation,0.9,"Based on the review, as appropriate, establish a specific European policy and regulatory framework for the conservation and sustainable use of genetic resources, and if necessary, amend the existing policies, regulations and programmes.",36,,,,,,,,,,,,
genres_bridge_2,genres_bridge_2_rec_017,recommendation,0.9,Establish a European coordination and information centre for conservation and sustainable use of agricultural genetic resources.,36,,,,,,,,,,,,
genres_bridge_2,genres_bridge_2_rec_018,recommendation,0.9,"Promote pan-European collaboration for the conservation and sustainable use of genetic resources, and facilitate the active participation of all European countries in the implementation of the Genetic Resources Strategy for Europe and domain-specific strategies.",49,,,,,,,,,,,,
genres_bridge_2,genres_bridge_2_rec_019,recommendation,0.9,"Maintain and develop inter-regional partnerships for conservation and sustainable use of genetic resources with other regions, especially the Caucasus, Near East and North Africa.",49,,,,,,,,,,,,
genres_bridge_2,genres_bridge_2_rec_020,recommendation,0.9,"Reinforce, or where lacking, establish coordination measures and processes between national and regional focal points and representatives for Europe in international fora dealing with conservation and sustainable use of genetic resources.",49,,,,,,,,,,,,
gentree,gentree_rec_001,recommendation,0.9,"We conclude that a mix of evolution-based adaptive forest management, assisted migration, and long-term breeding programs will be required to achieve mitigation of the effects of climate change on European forests.",3,,,,,,,,,,,,
gentree,gentree_rec_002,recommendation,0.9,"We suggest that management options should have the following three characteristics: being predictive, that is, taking advantage of currently available models to predict the fate of forests under climate change and management options; being integrative, that is, taking into account multiple aspects of vulnerability; being locally optimised, that is, being tailored to individual Genetic Conservation Units and to their specific conservation needs.",9,,,,,,,,,,,,
gentree,gentree_rec_003,recommendation,0.9,We suggest that in situ protection of these populations should be the norm and ex situ the back up.,9,,,,,,,,,,,,
gentree,gentree_rec_004,recommendation,0.9,Direct management actions such as large-scale assisted migration may not be easy to implement.,9,,,,,,,,,,,,
gentree,gentree_rec_005,recommendation,0.9,This could be achieved e.g. through aiming at maintaining large numbers of reproductive trees and/or through actively favouring the regeneration from a diverse array of seed trees with a variety of functional characteristics.,9,,,,,,,,,,,,
green4c,green4c_rec_001,recommendation,0.9,Institutional and legal clarity on the role and responsibilities of Green Care providers (both non-profit and for-profit) should be made.,10,policy makers,unspecified,make clarity on the role and responsibilities of Green Care providers,Green Care providers (both non-profit and for-profit),,,,,,,,
green4c,green4c_rec_002,recommendation,0.9,"Health and well-being ecosystem services provided by nature should be supported through adequate funding, technical assistance and research programs, and their impacts should be evaluated and communicated.",10,policy makers and large institutions such as the European Commission,eu_institutions,support health and well-being ecosystem services,health and well-being ecosystem services provided by nature,,,,,,,,
green4c,green4c_rec_003,recommendation,0.9,Structural funds such as those connected to the implementation of Community-Led Local Development can support Green Care initiatives and make them more easily accessible to wider cooperation groups of beneficiaries at local level.,10,policy makers,unspecified,support Green Care initiatives through structural funds,Green Care initiatives,,,,,,,,
green4c,green4c_rec_004,recommendation,0.9,"Policy makers should give more visibility to the health, well-being and social inclusion benefits provided by nature to achieve healthier, more inclusive and more resilient communities.",10,policy makers,unspecified,give visibility to the benefits provided by nature,"health, well-being and social inclusion benefits provided by nature",,,,,,,,
green4c,green4c_rec_005,recommendation,0.9,"Local governments should support the identification and management of green spaces in urban and peri-urban areas, with special attention of unused/abandoned and brownfield sites.",11,local governments,government,support the identification and management of green spaces,green spaces in urban and peri-urban areas,,,,,,,,
green4c,green4c_rec_006,recommendation,0.9,The involvement of the public sector in Green Care should aim to achieve impacts at larger scales.,11,public sector,unspecified,aim to achieve impacts at larger scales,Green Care,,,,,,,,
green4c,green4c_rec_007,recommendation,0.9,Social innovation and citizen participation in Green Care initiatives should be encouraged.,12,policy makers,unspecified,encourage social innovation and citizen participation,Green Care initiatives,,,,,,,,
green4c,green4c_rec_008,recommendation,0.9,Innovation and entrepreneurship in Green Care should be facilitated and nurtured through knowledge hubs and innovation accelerator programmes.,12,funders and supporters,international_organizations,facilitate and nurture innovation and entrepreneurship,Green Care,,,,,,,,
green4c,green4c_rec_009,recommendation,0.9,"The health, well-being and social inclusion-related impacts of Green Care initiatives should be scientifically evaluated and documented for comparative analysis.",12,research and the academic community,international_organizations,scientifically evaluate and document impacts,Green Care initiatives,,,,,,,,
green4c,green4c_rec_010,recommendation,0.9,"Trade-offs, possible conflicts as well as synergies between traditional land uses and Green Care activities need to be identified, analysed and addressed to improve land use management and planning.",12,research and the academic community,international_organizations,"identify, analyse and address trade-offs and conflicts",traditional land uses and Green Care activities,,,,,,,,
green4c,green4c_rec_011,recommendation,0.9,The development of common quality standards and protocols for clinical interventions using nature needs to be accompanied by quality assurance.,12,research and the academic community,international_organizations,develop common quality standards and protocols,clinical interventions using nature,,,,,,,,
globis-b,globis-b_rec_001,recommendation,0.9,Policy bodies are recommended to bring into promote that EBV data sets will be based on traceable and quality controlled primary data.,11,Policy bodies,unspecified,promote that EBV data sets will be based on traceable and quality controlled primary data,,,,,,,,,
globis-b,globis-b_rec_002,recommendation,0.9,Funding bodies are recommended to request this in their funding conditions.,11,Funding bodies,international_organizations,request this in their funding conditions,,,,,,,,,
globis-b,globis-b_rec_003,recommendation,0.9,Funding bodies are recommended to provide funding as incentive to accelerate this.,12,Funding bodies,international_organizations,provide funding as incentive to accelerate this,,,,,,,,,
globis-b,globis-b_rec_004,recommendation,0.9,GEO BON is invited to take up the heritage of the GLOBIS-B project and to advertise the recommendations in this paragraph.,13,GEO BON,unspecified,advertise the recommendations,,,,,,,,,
globis-b,globis-b_rec_005,recommendation,0.9,A strategy is required for including EBVs in the agenda of the post-2020 biodiversity strategy.,13,,,include EBVs in the agenda of the post-2020 biodiversity strategy,,,,,,,,,
globis-b,globis-b_rec_006,recommendation,0.9,"The involved research infrastructures will build on this with further tests, and to get a better picture of each one role in the chain from generating raw data, data processing, storing EBV data products, and the provision of services to users including policy.",15,The involved research infrastructures,research_institutions,build on this with further tests,,,,,,,,,
globis-b,globis-b_rec_007,recommendation,0.9,"All recommendations above should be reported to CBD, IPBES and similar conventions in order to promote adoption of this approach.",14,,,"report all recommendations to CBD, IPBES and similar conventions",,,,,,,,,
globis-b,globis-b_rec_008,recommendation,0.9,Communication needs to be tailored toward audiences.,14,,,tailor communication toward audiences,,,,,,,,,
globis-b,globis-b_rec_009,recommendation,0.9,"It is important that stakeholders, at national, regional and global scales will recognize the importance of promoting and investing in their areas of capabilities and interests.",14,,,recognize the importance of promoting and investing in their areas of capabilities and interests,,,,,,,,,
globis-b,globis-b_rec_010,recommendation,0.9,The research infrastructures are recommended to put in place a number of streamlining activities as proposed in the so-called Bari Manifesto.,12,The research infrastructures,research_institutions,put in place a number of streamlining activities as proposed in the Bari Manifesto,,,,,,,,,
greengain_1,greengain_1_rec_001,recommendation,0.9,The Spanish and the Aragón governments should develop legal regulations aiming to regulate the collection of LCMW biomass and to coordinate its combination with other types of biomass in order to achieve a profitable use and increase the value of the LCMW biomass.,8,The Spanish and the Aragón governments,government,develop legal regulations aiming to regulate the collection of LCMW biomass and to coordinate its combination with other types of biomass,the collection of LCMW biomass and its combination with other types of biomass.,,,,,,,,
greengain_1,greengain_1_rec_002,recommendation,0.9,"The Government of Aragón should establish subsidies for the utilization of LCMW biomass and should define in a roadmap how to perform the LCMW properly, just like it is done for forestry biomass which is subsidized and regulated.",9,The Government of Aragón,government,establish subsidies for the utilization of LCMW biomass and define a roadmap,subsidies for the utilization of LCMW biomass,,,,,,,,
greengain_1,greengain_1_rec_003,recommendation,0.9,"In order to prepare this coordination of works to be performed workshops and seminars with involved local stakeholders (municipal representatives, waste management companies, company carrying out the cleaning of roadside and river banks, farmers and cooperatives) will be carried out.",10,,,perform workshops and seminars with involved local stakeholders,coordination of works,,,,,,,,
greengain_1,greengain_1_rec_004,recommendation,0.9,"The development plans for the management and use of biomass from LCMW will be discussed at a round table with the agents of the Directorate General of Forest Management, municipalities, counties and forestry companies.",11,,,discuss the development plans for the management and use of biomass from LCMW at a round table,the management and use of biomass from LCMW,,,,,,,,
greengain_1,greengain_1_rec_005,recommendation,0.9,"A strategy designed within greenGain mainly focus on the harmonization of the interests of different stakeholders, which are involved in the future supply chain of the LCMW feedstock.",9,,,harmonize the interests of different stakeholders involved in the future supply chain of the LCMW feedstock,the future supply chain of the LCMW feedstock,,,,,,,,
greengain_1,greengain_1_rec_006,recommendation,0.9,The Local Working Group (LWG) instituted by the greenGain project in Task 5.1 will be the main target group for measures for good governance regarding LCMW biomass.,27,,,use the Local Working Group (LWG) for measures for good governance regarding LCMW biomass,measures for good governance regarding LCMW biomass,,,,,,,,
greengain_1,greengain_1_rec_007,recommendation,0.9,"A public consultation – as foreseen by the Regional Law No 14 of February 16th, 2010, will be organised before the greenGain workshop in Italy in June 2017 in the municipality that will provide availability for hosting the logistic platform.",27,,,organise a public consultation before the greenGain workshop in Italy,the logistic platform,,,,,,,,
greengain_1,greengain_1_rec_008,recommendation,0.9,The expected improvement of the current situation of LCMW and the benefits for the model region can be developed through the application of following measures.,12,,,apply the following measures to improve the current situation of LCMW,the current situation of LCMW,,,,,,,,
greengain_1,greengain_1_rec_009,recommendation,0.9,"The project partners evaluated, proposed and will implement measures regarding legal, finance, public participation and good governance themes in cooperation with model region partners.",7,the project partners,unspecified,"evaluate, propose and implement measures regarding legal, finance, public participation and good governance themes","measures regarding legal, finance, public participation and good governance themes",,,,,,,,
greengain_2,greengain_2_rec_001,recommendation,0.9,"To raise the market uptake of biomass from LCMW, the feedstock should be considered in future strategies in the energy and not on the waste sector and needs to be integrated on all levels - regional, national and also European.",24,,,considered in future strategies in the energy sector,the market uptake of biomass from LCMW,,,,,,,,
greengain_2,greengain_2_rec_002,recommendation,0.9,"The goal of this measure is to provide and inform about possible subsidies, investments grants and other financial tools which will sustain early and mature markets and companies.",25,,,"provide and inform about possible subsidies, investments grants and other financial tools",sustain early and mature markets and companies,,,,,,,,
greengain_2,greengain_2_rec_003,recommendation,0.9,"To increase knowledge and information about advantages (cost reduction for maintenance conducted in public interest) and opportunities (new jobs), but also about costs, risks and concerns avoid rejection and motivate citizens to participate and support the application of LCMW biomass.",29,,,increase knowledge and information about advantages and opportunities,the application of LCMW biomass,,,,,,,,
greengain_2,greengain_2_rec_004,recommendation,0.9,The goal of this measure is to label or certify products originating from LCMW biomass to emphasize and guarantee the quality of this type of biofuels.,27,,,label or certify products originating from LCMW biomass,the quality of this type of biofuels,,,,,,,,
greengain_2,greengain_2_rec_005,recommendation,0.9,"The goal of this measure is to support networking between all relevant groups, including decision makers, plant operators, NGOs, owner and the general public.",29,,,support networking between all relevant groups,the implementation of LCMW biomass utilization chains,,,,,,,,
greengain_3,greengain_3_rec_001,recommendation,0.9,Establish harmonised procedures regarding the LCMW resource management by the corresponding authority.,13,the corresponding authority,unspecified,Establish harmonised procedures regarding the LCMW resource management,LCMW resource management,,,,,,,,
greengain_3,greengain_3_rec_002,recommendation,0.9,"Carry out an assessment to identify the available methods to determine the feasibility of the initiative from the technical, economic and environment point of view.",13,,,Carry out an assessment to identify the available methods to determine the feasibility of the initiative,the initiative,,,,,,,,
greengain_3,greengain_3_rec_003,recommendation,0.9,Promote association between parties/stakeholder involved in the supply chain and organisation among them to achieve an efficient management.,13,,,Promote association between parties/stakeholder involved in the supply chain,parties/stakeholder involved in the supply chain,,,,,,,,
greengain_3,greengain_3_rec_004,recommendation,0.9,Ensure participation of local stakeholders to cover all the steps along the supply chain.,14,,,Ensure participation of local stakeholders,local stakeholders,,,,,,,,
greengain_3,greengain_3_rec_005,recommendation,0.9,Promote development of legal regulation.,15,,,Promote development of legal regulation,legal regulation,,,,,,,,
greengain_3,greengain_3_rec_006,recommendation,0.9,Take advantage of existing infrastructures when possible.,16,,,Take advantage of existing infrastructures,existing infrastructures,,,,,,,,
greengain_3,greengain_3_rec_007,recommendation,0.9,Establish networks to promote bioenergy.,19,,,Establish networks to promote bioenergy,bioenergy,,,,,,,,
greengain_3,greengain_3_rec_008,recommendation,0.9,Develop innovative technologies to efficiently produce energy based on LCMW biomass.,22,,,Develop innovative technologies to efficiently produce energy based on LCMW biomass,energy based on LCMW biomass,,,,,,,,
greengain_3,greengain_3_rec_009,recommendation,0.9,Create synergies (use existing and/or under-used means like machinery and technology to use available resources locally).,23,,,Create synergies,synergies,,,,,,,,
greengain_3,greengain_3_rec_010,recommendation,0.9,Raise awareness regarding the economic benefits associated to the use of biomass for energy purposes comparing to fossil fuels use.,25,,,Raise awareness regarding the economic benefits associated to the use of biomass for energy purposes,biomass for energy purposes,,,,,,,,
holisoils_2,holisoils_2_rec_001,recommendation,0.9,"To meet the requirements of the EU Soil Monitoring Law and achieve its intended impact, EU and national-level policy makers should:",2,EU and national-level policy makers,government,meet the requirements of the EU Soil Monitoring Law and achieve its intended impact,,,,,,,,,
holisoils_2,holisoils_2_rec_002,recommendation,0.9,Promote the adoption of the harmonised methodology proposed by HoliSoils for forest soil monitoring across all Member States.,2,EU and national-level policy makers,government,promote the adoption of the harmonised methodology proposed by HoliSoils for forest soil monitoring,,,,,,,,,
holisoils_2,holisoils_2_rec_003,recommendation,0.9,Promote the use of forest soil monitoring networks and protocols developed by HoliSoils that build on existing work and include DNA-based methodology to assess soil biodiversity.,2,EU and national-level policy makers,government,promote the use of forest soil monitoring networks and protocols developed by HoliSoils,,,,,,,,,
holisoils_2,holisoils_2_rec_004,recommendation,0.9,Ensure continuous dialogue with scientists and experts to access the latest scientific knowledge to enhance soil health.,2,EU and national-level policy makers,government,ensure continuous dialogue with scientists and experts,,,,,,,,,
holisoils_1,holisoils_1_rec_001,recommendation,0.9,"Further measurements and sharing of soil data, models, and expertise are needed to reduce uncertainty in carbon stock changes in GHG inventories.",1,,,,,,,,,,,,
holisoils_1,holisoils_1_rec_002,recommendation,0.9,Forest restoration to more resilient mixed and broadleaf dominated stands enhances adaptation to climate change.,1,,,,,,,,,,,,
holisoils_1,holisoils_1_rec_003,recommendation,0.9,"Readily available methods for assessing soil biodiversity, functional redundancy, and community resilience facilitate implementation of the proposed Soil Monitoring Law.",1,,,,,,,,,,,,
holisoils_1,holisoils_1_rec_004,policy_option,0.8,"Among the major drivers of forest soil degradation are unsustainable forest management, peatland drainage, atmospheric nitrogen and sulfur deposition, disturbances which replace stands, such as forest fires, and deforestation.",2,,,,,,,,,,,,
holisoils_1,holisoils_1_rec_005,policy_option,0.8,"However, effective implementation of all these regulations requires enhanced understanding of soil processes and their drivers, ecosystem restoration practices, and soil monitoring frameworks.",2,,,,,,,,,,,,
holisoils_1,holisoils_1_rec_006,implementation_step,0.8,"EU countries are preparing for the implementation of the Nature Restoration Law by designing their national restoration plans; at the same time, managed drained peatland forests can also be targeted.",3,EU countries,eu_institutions,designing their national restoration plans,implementation of the Nature Restoration Law,,,,,,,,
holisoils_1,holisoils_1_rec_007,expected_outcome,0.8,"Avoiding clearcutting and applying continuous cover forestry on peatlands allows timber production with a higher water level (and avoids further ditching), which can reduce GHG emissions.",3,,,,,,,,,,"[""reduce GHG emissions""]",,
holisoils_1,holisoils_1_rec_008,trade_off,0.8,"Prescribed burnings increase the resistance to possible wildfires and to severe droughts, but with neutral or negative impacts on soil C stocks depending on the intensity.",3,,,,,,,,,,,,"[""neutral or negative impacts on soil C stocks depending on the intensity""]"
holisoils_3,holisoils_3_rec_001,recommendation,0.9,"Forest soil responses to management practices must be better accounted for, when evaluating and implementing forest-based climate change mitigation measures.",2,,,better accounted for,forest soil responses to management practices,,,,,,,,
holisoils_3,holisoils_3_rec_002,recommendation,0.9,Long-term soil monitoring is needed to verify targeted changes in soil carbon sequestration and reductions of GHG emissions to confirm which management practices are efficient in climate change mitigation.,2,,,needed to verify targeted changes,long-term soil monitoring,,,,,,,,
holisoils_3,holisoils_3_rec_003,recommendation,0.9,Creating awareness of the importance of soil mitigation potential enhances climate change mitigation.,2,,,creating awareness,importance of soil mitigation potential,,,,,,,,
holisoils_3,holisoils_3_rec_004,recommendation,0.9,"The effects of forest management practices on soils are not yet widely integrated into existing modelling tools for decision making, risking that these effects are not properly considered when designing policies to achieve climate neutrality targets.",2,,,integrated into existing modelling tools,effects of forest management practices on soils,,,,,,,,
incredible_1,incredible_1_rec_001,recommendation,0.9,"Ensure sustainable harvest levels and fair and secure access to the resource by guaranteeing fair, predictable and transparent access to forest resources.",3,,,Ensure sustainable harvest levels and fair and secure access,sustainable harvest levels,,,,,,,,
incredible_1,incredible_1_rec_002,recommendation,0.9,Set up and improve monitoring systems and inventories by embedding NWFPs resource assessment in National Forest Inventories.,3,,,Set up and improve monitoring systems,monitoring systems,,,,,,,,
incredible_1,incredible_1_rec_003,recommendation,0.9,Develop innovative and territorial value chains by contractualising the relationships between landowners and collectors of NWFPs.,4,,,Develop innovative and territorial value chains,territorial value chains,,,,,,,,
incredible_1,incredible_1_rec_004,recommendation,0.9,"Facilitate access to data on production, commercialisation, and trade by promoting studies of costs, rents, trade, and prices for NWFPs production systems.",5,,,Facilitate access to data,access to data,,,,,,,,
incredible_1,incredible_1_rec_005,recommendation,0.9,"Foster innovation, knowledge transfer and extension capacity by building a systemic approach to promote innovation.",6,,,"Foster innovation, knowledge transfer and extension capacity",innovation and knowledge transfer,,,,,,,,
impetus,impetus_rec_001,recommendation,0.9,Integrate ecosystem services valuation and market-based instruments to assess the environmental and social impacts of CA solutions (SCBA),73,policymakers,unspecified,integrate ecosystem services valuation and market-based instruments,CA solutions,,,,,,"[""Enhanced prioritization of adaptation projects based on their economic and societal returns""]","[""Conduct detailed assessments of ecosystem services, integrating both market and non-market benefits into financial planning."", ""Utilize market-based tools like subsidies, taxes, and payment-for-ecosystem-services schemes to incentivize sustainable ecosystem management.""]",
impetus,impetus_rec_002,recommendation,0.9,Balance mitigation and adaptation efforts,73,policymakers,unspecified,balance mitigation efforts with adaptation,,,,,,,"[""More comprehensive climate action that addresses both immediate and long-term threats.""]","[""Tailor solutions to specific climate hazards and economic conditions in each region.""]",
impetus,impetus_rec_003,recommendation,0.9,Promote preventive adaptation and early action,73,policymakers,unspecified,"invest in early warning systems, disaster risk reduction, and adaptive infrastructure",,,,,,,"[""Reduced long-term costs and risks through early intervention.""]","[""Scale up proven solutions, such as those developed in the IMPETUS project.""]",
impetus,impetus_rec_004,recommendation,0.9,Mainstream climate adaptation across all policy areas,74,policymakers,unspecified,"incorporate climate risk considerations into urban planning, infrastructure development, health, and agriculture",,,,,,,"[""Stronger, more resilient systems capable of addressing climate impacts across multiple sectors.""]","[""Ensure hazard data is integrated into decision-making processes for infrastructure and resource management.""]",
impetus,impetus_rec_005,recommendation,0.9,Implement continuous monitoring and adaptive policy frameworks,74,policymakers,unspecified,establish continuous monitoring and evaluation frameworks,,,,,,,"[""Policies stay aligned with evolving risks and new opportunities for improvement.""]","[""Regularly adjust policies based on feedback and new climate data.""]",
impetus,impetus_rec_006,recommendation,0.9,Empower local governments and communities,75,policymakers,unspecified,decentralize adaptation planning by providing local authorities with financial resources and technical support,,,,,,,"[""Adaptation measures tailored to specific local needs, resulting in more effective and regionally appropriate actions.""]","[""Offer grants, subsidies, and regulatory flexibility for community-driven adaptation solutions.""]",
impetus,impetus_rec_007,recommendation,0.9,Support community-based adaptation efforts,75,policymakers,unspecified,encourage community-based projects that use local knowledge and practices,,,,,,,"[""Increased resilience at the grassroots level, with solutions grounded in local expertise.""]",,
impetus,impetus_rec_008,recommendation,0.9,Facilitate multi-stakeholder collaboration and policy coherence,75,policymakers,unspecified,foster transition towards nexus governance,,,,,,,"[""A coordinated and unified approach to climate adaptation, reducing fragmentation and increasing policy effectiveness.""]","[""Align policies between national, regional, and local governments to ensure consistency.""]",
impetus,impetus_rec_009,recommendation,0.9,Mobilize private sector investment in adaptation,75,policymakers,unspecified,"develop incentives for private sector investments through tax breaks, green bonds, and public-private partnerships",,,,,,,"[""Increased private sector participation and funding, enabling broader and more ambitious adaptation efforts.""]","[""Demonstrate financial returns from adaptation projects to attract investors.""]",
impetus,impetus_rec_010,recommendation,0.9,Strengthen public-private coordination for climate financing,75,policymakers,unspecified,promote public-private partnerships (PPPs) to fund large-scale adaptation projects,,,,,,,"[""Better-funded projects and more sustainable financing models.""]","[""Set up shared investment frameworks to pool resources and share risks across sectors.""]",
impetus,impetus_rec_011,recommendation,0.9,Communicate the benefits and urgency of adaptation,75,policymakers,unspecified,"conduct awareness campaigns that emphasize the economic, social, and environmental benefits of proactive adaptation",,,,,,,"[""Increased public awareness and stronger political will to implement adaptation strategies.""]","[""Showcase successful projects to build momentum.""]",
impetus,impetus_rec_012,recommendation,0.9,Leverage data and technology for informed decision-making,75,policymakers,unspecified,"use climate models, data analytics, and geospatial technologies to inform local decision-making",,,,,,,"[""Improved accuracy and effectiveness of adaptation policies, driven by solid data and technological insights.""]","[""Ensure climate data is accessible to policymakers, communities, and the private sector for evidence-based actions.""]",
incredible_2,incredible_2_rec_001,recommendation,0.9,"This white paper is a call for supportive policy action, because action is needed at all levels and by many different actors.",86,governments and parliaments,government,supportive policy action,all levels and by many different actors,,,,,,,,
incredible_2,incredible_2_rec_002,recommendation,0.9,"Governments can propose legislation based on their specific circumstances to regulate picking and harvesting activities where appropriate, labour conditions, taxation, trade, etc. in order to secure rights for producers and consumers, to understand the potential of informal collection and self-consumption, and to transition towards transparent markets and knowledge-based strategic decision making.",86,governments,government,propose legislation,"regulate picking and harvesting activities, labour conditions, taxation, trade",,,,,,,,
incredible_2,incredible_2_rec_003,recommendation,0.9,"The European Commission is well placed to lead a process to identify the most promising produced, collected and consumed NWFP, clarify the production systems (e.g. farmed, semi-wild or wild products), and ensure adequate collection of data and product labelling according to international standards.",86,European Commission,eu_institutions,lead a process to identify,"most promising produced, collected and consumed NWFP",,,,,,,,
incredible_2,incredible_2_rec_004,recommendation,0.9,"All stakeholders have a role to play. Market operators can share information and data on production/collection, processing and trade. They must comply with regulation, meet required standards, and are encouraged to implement transparent due-diligence procedures.",86,market operators,unspecified,share information and data,"production/collection, processing and trade",,,,,,,,
incredible_2,incredible_2_rec_005,recommendation,0.9,"Producers and other operators can integrate into different types of organisations, such as associations, cooperatives, or interbranch organisations, in order to strengthen the bonds along and across the value chains, enhancing transparency, fairness and trust.",86,producers and other operators,unspecified,integrate into different types of organisations,"associations, cooperatives, or interbranch organisations",,,,,,,,
incredible_2,incredible_2_rec_006,recommendation,0.9,"Local development agencies and agricultural and forestry advisory services could take an active role to address NWFP-related knowledge and technology gaps, and to better support NWFP-based development opportunities.",86,local development agencies and agricultural and forestry advisory services,unspecified,take an active role,address NWFP-related knowledge and technology gaps,,,,,,,,
incredible_2,incredible_2_rec_007,recommendation,0.9,"The research community and international organisations should support all these efforts, enhancing coordination across countries to address relevant knowledge gaps, and support training, knowledge transfer and awareness raising activities.",86,research community and international organisations,government,support all these efforts,enhancing coordination across countries,,,,,,,,
incredible_2,incredible_2_rec_008,recommendation,0.9,"NGOs can advocate, facilitate, and encourage action, while consumers can be better informed and empower themselves to factor elements of origin, quality, sustainability, and fairness in their purchase decisions.",86,NGOs and consumers,civil_society,"advocate, facilitate, and encourage action",better informed and empower themselves,,,,,,,,
integral_1,integral_1_rec_001,recommendation,0.9,Integrated forest management can serve as a proactive and forward-looking participatory policy and management approach to reinforce and implement sustainable forest management.,1,,,,,,,,,,,,
integral_1,integral_1_rec_002,recommendation,0.9,"For a successful introduction of an integrated forest governance process, INTEGRAL recommends connecting the participatory decision-making processes on the sub-national level of landscapes to forest-relevant policy-making processes on national and European levels, and vice versa.",8,INTEGRAL,unspecified,connecting the participatory decision-making processes,integrated forest governance process,,,,,,,,
integral_1,integral_1_rec_003,policy_option,0.85,"While segregative strategies rely on spatial differentiation and prioritization among single-product zones of different forest land-uses (e.g., monocultures for commercial timber production next to reserves for forest biodiversity conservation next to recreational forests), the integrative approach seeks to find a balanced provision of the most relevant forest ecosystem goods and services at each forest management unit across the whole landscape.",8,,,,,,,,,,,,
integral_1,integral_1_rec_004,trade_off,0.8,"Most important is balancing the competing land use interests of the material use of timber on the one hand, and biodiversity conservation, use of wood for bioenergy, and recreation on the other.",6,,,,,,,,,,,,"[""competing land use interests of material use of timber vs biodiversity conservation, use of wood for bioenergy, and recreation""]"
integral_2,integral_2_rec_001,recommendation,0.9,"Sustainable Forest Management (SFM) is a core principle that should guide forest policy, planning and management in Europe.",4,policymakers,unspecified,"guide forest policy, planning and management",forest management in Europe,,,,,,,,
integral_2,integral_2_rec_002,recommendation,0.9,Participatory backcasting was chosen as a trans-disciplinary scenario technique that can address the complex issues concerning the future of SFM in Europe.,5,,,address the complex issues concerning the future of SFM in Europe,,,,,,,,,
integral_2,integral_2_rec_003,recommendation,0.9,The focus of the robust actions is on changing the institutional and policy settings that govern forest management.,11,,,change the institutional and policy settings that govern forest management,,,,,,,,,
integral_2,integral_2_rec_004,recommendation,0.9,Public organisations and institutions are considered to be of key importance when addressing current and future forest management practices in all EU countries.,14,public organisations and institutions,unspecified,address current and future forest management practices,forest management practices in all EU countries,,,,,,,,
integral_2,integral_2_rec_005,recommendation,0.9,"Scenario development and backcasting, in combination with forest policy analysis and forest management modelling, offer a sound new methodology for a policy and management approaches that can better anticipate and shape uncertain futures.",14,,,better anticipate and shape uncertain futures,,,,,,,,,
locomotion_1,locomotion_1_rec_001,recommendation,0.9,Increase the percentage of energy demand savings above 5% and expand this to the industrial sector.,3,EU policymakers,eu_institutions,increase the percentage of energy demand savings,energy demand savings,,,,,,,,
locomotion_1,locomotion_1_rec_002,recommendation,0.9,Reduce the EU energy consumption by 45% and set an energy efficiency target of 45% by 2030 to align with the 1.5C Paris Agreement trajectory.,3,EU policymakers,eu_institutions,reduce the EU energy consumption,EU energy consumption,,,,,,,,
locomotion_1,locomotion_1_rec_003,recommendation,0.9,Improve national and international measurements of energy use by applying the Hidden Energy Flow indicator.,4,EU policymakers,eu_institutions,improve national and international measurements of energy use,energy use measurements,,,,,,,,
locomotion_1,locomotion_1_rec_004,recommendation,0.9,"Strive for a more ambitious increase in renewable energy use, in particular with solar PV and wind energy.",5,EU policymakers,eu_institutions,strive for a more ambitious increase in renewable energy use,renewable energy use,,,,,,,,
locomotion_1,locomotion_1_rec_005,recommendation,0.9,"Quickly phase out fossil fuels in the EU, starting with coal by 2030, fossil gas (including LNG) by 2035 and fossil oil products by 2040.",6,EU policymakers,eu_institutions,quickly phase out fossil fuels,fossil fuels,,,,,,,,
locomotion_1,locomotion_1_rec_006,recommendation,0.9,Set targets and plans to reduce absolute resource consumption including a binding EU material footprint reduction target of 65% by 2050.,7,EU policymakers,eu_institutions,set targets and plans to reduce absolute resource consumption,absolute resource consumption,,,,,,,,
locomotion_1,locomotion_1_rec_007,recommendation,0.9,Adopt mandatory EU due diligence legislation and grant communities a genuine Right to Say No to mining projects.,7,EU policymakers,eu_institutions,adopt mandatory EU due diligence legislation,EU due diligence legislation,,,,,,,,
locomotion_1,locomotion_1_rec_008,recommendation,0.9,"Tackle extreme energy affluence by focusing on energy distributional measures, progressive taxation and fiscal measures.",8,EU policymakers,eu_institutions,tackle extreme energy affluence,energy affluence,,,,,,,,
locomotion_1,locomotion_1_rec_009,recommendation,0.9,Apply an intersectional framing to energy policies and the just transition to benefit all people equally and to raise interest and acceptance of the transition.,8,EU policymakers,eu_institutions,apply an intersectional framing to energy policies,energy policies,,,,,,,,
